date,last day of the month,dataset type,number of datasets
16/02/2018,0,n3,50
16/02/2018,0,json,29
16/02/2018,0,rss+xml,16
16/02/2018,0,vnd.ms-powerpoint,10
16/02/2018,0,plain,9
16/02/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
16/02/2018,0,rdf,5
16/02/2018,0,x-dbase,5
16/02/2018,0,x-qgis,5
16/02/2018,0,tiff,5
16/02/2018,0,x-n3,2
16/02/2018,0,jpeg,2
16/02/2018,0,owl+xml,1
16/02/2018,0,x-msaccess,1
16/02/2018,0,x-mxd,1
16/02/2018,0,xls,1
17/02/2018,0,zip,12180
17/02/2018,0,x-gzip,7253
17/02/2018,0,tsv,7246
17/02/2018,0,html,1267
17/02/2018,0,pdf,1262
17/02/2018,0,xml,991
17/02/2018,0,vnd.ms-excel,573
17/02/2018,0,csv,505
17/02/2018,0,rdf_xml,190
17/02/2018,0,ms-word,114
17/02/2018,0,sparql,56
17/02/2018,0,n3,50
17/02/2018,0,json,29
17/02/2018,0,rss+xml,16
17/02/2018,0,vnd.ms-powerpoint,10
17/02/2018,0,plain,9
17/02/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
17/02/2018,0,x-qgis,5
17/02/2018,0,rdf,5
17/02/2018,0,tiff,5
17/02/2018,0,x-dbase,5
17/02/2018,0,x-n3,2
17/02/2018,0,x-msaccess,1
17/02/2018,0,x-mxd,1
17/02/2018,0,xls,1
17/02/2018,0,owl+xml,1
18/02/2018,0,zip,12180
18/02/2018,0,x-gzip,7253
18/02/2018,0,tsv,7246
18/02/2018,0,html,1267
18/02/2018,0,pdf,1262
18/02/2018,0,xml,991
18/02/2018,0,vnd.ms-excel,573
18/02/2018,0,csv,505
18/02/2018,0,rdf_xml,190
18/02/2018,0,ms-word,114
18/02/2018,0,sparql,56
18/02/2018,0,n3,50
18/02/2018,0,json,29
18/02/2018,0,rss+xml,16
18/02/2018,0,vnd.ms-powerpoint,10
18/02/2018,0,plain,9
18/02/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
18/02/2018,0,x-qgis,5
18/02/2018,0,rdf,5
18/02/2018,0,tiff,5
18/02/2018,0,x-dbase,5
18/02/2018,0,x-n3,2
18/02/2018,0,x-msaccess,1
18/02/2018,0,x-mxd,1
18/02/2018,0,xls,1
18/02/2018,0,owl+xml,1
26/02/2018,0,zip,12212
26/02/2018,0,x-gzip,7277
26/02/2018,0,tsv,7270
26/02/2018,0,pdf,1294
26/02/2018,0,html,1273
26/02/2018,0,xml,1042
26/02/2018,0,vnd.ms-excel,572
26/02/2018,0,csv,505
26/02/2018,0,rdf_xml,190
26/02/2018,0,ms-word,114
26/02/2018,0,sparql,56
26/02/2018,0,n3,50
26/02/2018,0,json,29
26/02/2018,0,rss+xml,16
26/02/2018,0,vnd.ms-powerpoint,10
26/02/2018,0,plain,9
26/02/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
26/02/2018,0,x-qgis,5
26/02/2018,0,rdf,5
26/02/2018,0,tiff,5
26/02/2018,0,x-dbase,5
26/02/2018,0,x-n3,2
26/02/2018,0,x-msaccess,1
26/02/2018,0,x-mxd,1
26/02/2018,0,xls,1
26/02/2018,0,owl+xml,1
27/02/2018,0,zip,12215
27/02/2018,0,x-gzip,7280
27/02/2018,0,tsv,7273
27/02/2018,0,pdf,1295
27/02/2018,0,html,1273
27/02/2018,0,xml,1055
27/02/2018,0,vnd.ms-excel,572
27/02/2018,0,csv,507
27/02/2018,0,rdf_xml,190
27/02/2018,0,ms-word,114
27/02/2018,0,sparql,56
27/02/2018,0,n3,50
27/02/2018,0,json,30
27/02/2018,0,rss+xml,16
27/02/2018,0,vnd.ms-powerpoint,10
27/02/2018,0,plain,9
27/02/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
27/02/2018,0,x-qgis,5
27/02/2018,0,rdf,5
27/02/2018,0,tiff,5
27/02/2018,0,x-dbase,5
27/02/2018,0,x-n3,2
27/02/2018,0,x-msaccess,1
27/02/2018,0,x-mxd,1
27/02/2018,0,xls,1
27/02/2018,0,owl+xml,1
28/02/2018,1,zip,12214
28/02/2018,1,x-gzip,7279
28/02/2018,1,tsv,7272
28/02/2018,1,pdf,1295
28/02/2018,1,html,1273
28/02/2018,1,xml,1055
28/02/2018,1,vnd.ms-excel,569
28/02/2018,1,csv,506
28/02/2018,1,rdf_xml,190
28/02/2018,1,ms-word,114
28/02/2018,1,sparql,56
28/02/2018,1,n3,50
28/02/2018,1,json,30
28/02/2018,1,rss+xml,16
28/02/2018,1,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
28/02/2018,1,vnd.ms-powerpoint,10
28/02/2018,1,plain,9
28/02/2018,1,x-qgis,5
28/02/2018,1,rdf,5
28/02/2018,1,tiff,5
28/02/2018,1,x-dbase,5
28/02/2018,1,x-n3,2
28/02/2018,1,x-msaccess,1
28/02/2018,1,x-mxd,1
28/02/2018,1,xls,1
28/02/2018,1,owl+xml,1
01/03/2018,0,zip,12214
01/03/2018,0,x-gzip,7279
01/03/2018,0,tsv,7272
01/03/2018,0,pdf,1295
01/03/2018,0,html,1273
01/03/2018,0,xml,1055
01/03/2018,0,vnd.ms-excel,569
01/03/2018,0,csv,506
01/03/2018,0,rdf_xml,190
01/03/2018,0,ms-word,114
01/03/2018,0,sparql,56
01/03/2018,0,n3,50
01/03/2018,0,json,30
01/03/2018,0,rss+xml,16
01/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
01/03/2018,0,vnd.ms-powerpoint,10
01/03/2018,0,plain,9
01/03/2018,0,x-qgis,5
01/03/2018,0,rdf,5
01/03/2018,0,tiff,5
01/03/2018,0,x-dbase,5
01/03/2018,0,x-n3,2
01/03/2018,0,x-msaccess,1
01/03/2018,0,x-mxd,1
01/03/2018,0,xls,1
01/03/2018,0,owl+xml,1
02/03/2018,0,zip,12214
02/03/2018,0,x-gzip,7279
02/03/2018,0,tsv,7272
02/03/2018,0,pdf,1295
02/03/2018,0,html,1273
02/03/2018,0,xml,1055
02/03/2018,0,vnd.ms-excel,569
02/03/2018,0,csv,506
02/03/2018,0,rdf_xml,190
02/03/2018,0,ms-word,114
02/03/2018,0,sparql,56
02/03/2018,0,n3,50
02/03/2018,0,json,30
02/03/2018,0,rss+xml,16
02/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
02/03/2018,0,vnd.ms-powerpoint,10
02/03/2018,0,plain,9
02/03/2018,0,x-qgis,5
02/03/2018,0,rdf,5
02/03/2018,0,tiff,5
02/03/2018,0,x-dbase,5
02/03/2018,0,x-n3,2
02/03/2018,0,x-msaccess,1
02/03/2018,0,x-mxd,1
02/03/2018,0,xls,1
02/03/2018,0,owl+xml,1
03/03/2018,0,zip,12213
03/03/2018,0,x-gzip,7277
03/03/2018,0,tsv,7270
03/03/2018,0,pdf,1295
03/03/2018,0,html,1276
03/03/2018,0,xml,1055
03/03/2018,0,vnd.ms-excel,569
03/03/2018,0,csv,506
03/03/2018,0,rdf_xml,190
03/03/2018,0,ms-word,114
03/03/2018,0,sparql,56
03/03/2018,0,n3,50
03/03/2018,0,json,30
03/03/2018,0,rss+xml,16
03/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
03/03/2018,0,vnd.ms-powerpoint,10
03/03/2018,0,plain,9
03/03/2018,0,x-qgis,5
03/03/2018,0,rdf,5
03/03/2018,0,tiff,5
03/03/2018,0,x-dbase,5
03/03/2018,0,x-n3,2
03/03/2018,0,x-msaccess,1
03/03/2018,0,x-mxd,1
03/03/2018,0,xls,1
03/03/2018,0,owl+xml,1
04/03/2018,0,zip,12213
04/03/2018,0,x-gzip,7277
04/03/2018,0,tsv,7270
04/03/2018,0,pdf,1295
04/03/2018,0,html,1276
04/03/2018,0,xml,1055
04/03/2018,0,vnd.ms-excel,569
04/03/2018,0,csv,506
04/03/2018,0,rdf_xml,190
04/03/2018,0,ms-word,114
04/03/2018,0,sparql,56
04/03/2018,0,n3,50
04/03/2018,0,json,30
04/03/2018,0,rss+xml,16
04/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
04/03/2018,0,vnd.ms-powerpoint,10
04/03/2018,0,plain,9
04/03/2018,0,x-qgis,5
04/03/2018,0,rdf,5
04/03/2018,0,tiff,5
04/03/2018,0,x-dbase,5
04/03/2018,0,x-n3,2
04/03/2018,0,x-msaccess,1
04/03/2018,0,x-mxd,1
04/03/2018,0,xls,1
04/03/2018,0,owl+xml,1
05/03/2018,0,zip,12213
05/03/2018,0,x-gzip,7277
05/03/2018,0,tsv,7270
05/03/2018,0,pdf,1295
05/03/2018,0,html,1276
05/03/2018,0,xml,1055
05/03/2018,0,vnd.ms-excel,569
05/03/2018,0,csv,506
05/03/2018,0,rdf_xml,190
05/03/2018,0,ms-word,114
05/03/2018,0,sparql,56
05/03/2018,0,n3,50
05/03/2018,0,json,30
05/03/2018,0,rss+xml,16
05/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
05/03/2018,0,vnd.ms-powerpoint,10
05/03/2018,0,plain,9
05/03/2018,0,x-qgis,5
05/03/2018,0,rdf,5
05/03/2018,0,tiff,5
05/03/2018,0,x-dbase,5
05/03/2018,0,x-n3,2
05/03/2018,0,x-msaccess,1
05/03/2018,0,x-mxd,1
05/03/2018,0,xls,1
05/03/2018,0,owl+xml,1
06/03/2018,0,zip,12213
06/03/2018,0,x-gzip,7277
06/03/2018,0,tsv,7270
06/03/2018,0,pdf,1295
06/03/2018,0,html,1276
06/03/2018,0,xml,1055
06/03/2018,0,vnd.ms-excel,569
06/03/2018,0,csv,506
06/03/2018,0,rdf_xml,190
06/03/2018,0,ms-word,114
06/03/2018,0,sparql,56
06/03/2018,0,n3,50
06/03/2018,0,json,30
06/03/2018,0,rss+xml,16
06/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
06/03/2018,0,vnd.ms-powerpoint,10
06/03/2018,0,plain,9
06/03/2018,0,x-qgis,5
06/03/2018,0,rdf,5
06/03/2018,0,tiff,5
06/03/2018,0,x-dbase,5
06/03/2018,0,x-n3,2
06/03/2018,0,x-msaccess,1
06/03/2018,0,x-mxd,1
06/03/2018,0,xls,1
06/03/2018,0,owl+xml,1
07/03/2018,0,zip,12219
07/03/2018,0,x-gzip,7283
07/03/2018,0,tsv,7276
07/03/2018,0,pdf,1295
07/03/2018,0,html,1276
07/03/2018,0,xml,1055
07/03/2018,0,vnd.ms-excel,569
07/03/2018,0,csv,506
07/03/2018,0,rdf_xml,190
07/03/2018,0,ms-word,114
07/03/2018,0,sparql,56
07/03/2018,0,n3,50
07/03/2018,0,json,30
07/03/2018,0,rss+xml,16
07/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
07/03/2018,0,vnd.ms-powerpoint,10
07/03/2018,0,plain,9
07/03/2018,0,x-qgis,5
07/03/2018,0,rdf,5
07/03/2018,0,tiff,5
07/03/2018,0,x-dbase,5
07/03/2018,0,x-n3,2
07/03/2018,0,x-msaccess,1
07/03/2018,0,x-mxd,1
07/03/2018,0,xls,1
07/03/2018,0,owl+xml,1
08/03/2018,0,zip,12215
08/03/2018,0,x-gzip,7279
08/03/2018,0,tsv,7272
08/03/2018,0,pdf,1295
08/03/2018,0,html,1277
08/03/2018,0,xml,1055
08/03/2018,0,vnd.ms-excel,569
08/03/2018,0,csv,506
08/03/2018,0,rdf_xml,191
08/03/2018,0,ms-word,114
08/03/2018,0,sparql,56
08/03/2018,0,n3,50
08/03/2018,0,json,30
08/03/2018,0,rss+xml,16
08/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
08/03/2018,0,vnd.ms-powerpoint,10
08/03/2018,0,plain,9
08/03/2018,0,x-qgis,5
08/03/2018,0,rdf,5
08/03/2018,0,tiff,5
08/03/2018,0,x-dbase,5
08/03/2018,0,x-n3,2
08/03/2018,0,x-msaccess,1
08/03/2018,0,x-mxd,1
08/03/2018,0,xls,1
08/03/2018,0,owl+xml,1
09/03/2018,0,zip,12215
09/03/2018,0,x-gzip,7279
09/03/2018,0,tsv,7272
09/03/2018,0,pdf,1295
09/03/2018,0,html,1277
09/03/2018,0,xml,1055
09/03/2018,0,vnd.ms-excel,569
09/03/2018,0,csv,506
09/03/2018,0,rdf_xml,191
09/03/2018,0,ms-word,114
09/03/2018,0,sparql,56
09/03/2018,0,n3,50
09/03/2018,0,json,30
09/03/2018,0,rss+xml,16
09/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
09/03/2018,0,vnd.ms-powerpoint,10
09/03/2018,0,plain,9
09/03/2018,0,x-qgis,5
09/03/2018,0,rdf,5
09/03/2018,0,tiff,5
09/03/2018,0,x-dbase,5
09/03/2018,0,x-n3,2
09/03/2018,0,x-msaccess,1
09/03/2018,0,x-mxd,1
09/03/2018,0,xls,1
09/03/2018,0,owl+xml,1
10/03/2018,0,zip,12220
10/03/2018,0,x-gzip,7284
10/03/2018,0,tsv,7277
10/03/2018,0,pdf,1296
10/03/2018,0,html,1278
10/03/2018,0,xml,1055
10/03/2018,0,vnd.ms-excel,569
10/03/2018,0,csv,506
10/03/2018,0,rdf_xml,191
10/03/2018,0,ms-word,114
10/03/2018,0,sparql,56
10/03/2018,0,n3,50
10/03/2018,0,json,30
10/03/2018,0,rss+xml,16
10/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
10/03/2018,0,vnd.ms-powerpoint,10
10/03/2018,0,plain,9
10/03/2018,0,x-qgis,5
10/03/2018,0,rdf,5
10/03/2018,0,tiff,5
10/03/2018,0,x-dbase,5
10/03/2018,0,x-n3,2
10/03/2018,0,x-msaccess,1
10/03/2018,0,x-mxd,1
10/03/2018,0,xls,1
10/03/2018,0,owl+xml,1
11/03/2018,0,zip,12220
11/03/2018,0,x-gzip,7284
11/03/2018,0,tsv,7277
11/03/2018,0,pdf,1296
11/03/2018,0,html,1278
11/03/2018,0,xml,1055
11/03/2018,0,vnd.ms-excel,569
11/03/2018,0,csv,506
11/03/2018,0,rdf_xml,191
11/03/2018,0,ms-word,114
11/03/2018,0,sparql,56
11/03/2018,0,n3,50
11/03/2018,0,json,30
11/03/2018,0,rss+xml,16
11/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
11/03/2018,0,vnd.ms-powerpoint,10
11/03/2018,0,plain,9
11/03/2018,0,x-qgis,5
11/03/2018,0,rdf,5
11/03/2018,0,tiff,5
11/03/2018,0,x-dbase,5
11/03/2018,0,x-n3,2
11/03/2018,0,x-msaccess,1
11/03/2018,0,x-mxd,1
11/03/2018,0,xls,1
11/03/2018,0,owl+xml,1
12/03/2018,0,zip,12220
12/03/2018,0,x-gzip,7284
12/03/2018,0,tsv,7277
12/03/2018,0,pdf,1296
12/03/2018,0,html,1278
12/03/2018,0,xml,1055
12/03/2018,0,vnd.ms-excel,569
12/03/2018,0,csv,506
12/03/2018,0,rdf_xml,191
12/03/2018,0,ms-word,114
12/03/2018,0,sparql,56
12/03/2018,0,n3,50
12/03/2018,0,json,30
12/03/2018,0,rss+xml,16
12/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
12/03/2018,0,vnd.ms-powerpoint,10
12/03/2018,0,plain,9
12/03/2018,0,x-qgis,5
12/03/2018,0,rdf,5
12/03/2018,0,tiff,5
12/03/2018,0,x-dbase,5
12/03/2018,0,x-n3,2
12/03/2018,0,x-msaccess,1
12/03/2018,0,x-mxd,1
12/03/2018,0,xls,1
12/03/2018,0,owl+xml,1
13/03/2018,0,zip,12220
13/03/2018,0,x-gzip,7284
13/03/2018,0,tsv,7277
13/03/2018,0,pdf,1298
13/03/2018,0,html,1278
13/03/2018,0,xml,1055
13/03/2018,0,vnd.ms-excel,569
13/03/2018,0,csv,506
13/03/2018,0,rdf_xml,191
13/03/2018,0,ms-word,114
13/03/2018,0,sparql,56
13/03/2018,0,n3,50
13/03/2018,0,json,30
13/03/2018,0,rss+xml,16
13/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
13/03/2018,0,vnd.ms-powerpoint,10
13/03/2018,0,plain,9
13/03/2018,0,x-qgis,5
13/03/2018,0,rdf,5
13/03/2018,0,tiff,5
13/03/2018,0,x-dbase,5
13/03/2018,0,x-n3,2
13/03/2018,0,x-msaccess,1
13/03/2018,0,x-mxd,1
13/03/2018,0,xls,1
13/03/2018,0,owl+xml,1
14/03/2018,0,zip,12220
14/03/2018,0,x-gzip,7284
14/03/2018,0,tsv,7277
14/03/2018,0,pdf,1298
14/03/2018,0,html,1278
14/03/2018,0,xml,1055
14/03/2018,0,vnd.ms-excel,569
14/03/2018,0,csv,506
14/03/2018,0,rdf_xml,191
14/03/2018,0,ms-word,114
14/03/2018,0,sparql,56
14/03/2018,0,n3,50
14/03/2018,0,json,30
14/03/2018,0,rss+xml,16
14/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
14/03/2018,0,vnd.ms-powerpoint,10
14/03/2018,0,plain,9
14/03/2018,0,x-qgis,5
14/03/2018,0,rdf,5
14/03/2018,0,tiff,5
14/03/2018,0,x-dbase,5
14/03/2018,0,x-n3,2
14/03/2018,0,x-msaccess,1
14/03/2018,0,x-mxd,1
14/03/2018,0,xls,1
14/03/2018,0,owl+xml,1
15/03/2018,0,zip,12220
15/03/2018,0,x-gzip,7284
15/03/2018,0,tsv,7277
15/03/2018,0,pdf,1298
15/03/2018,0,html,1278
15/03/2018,0,xml,1055
15/03/2018,0,vnd.ms-excel,569
15/03/2018,0,csv,506
15/03/2018,0,rdf_xml,191
15/03/2018,0,ms-word,114
15/03/2018,0,sparql,56
15/03/2018,0,n3,50
15/03/2018,0,json,30
15/03/2018,0,rss+xml,16
15/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
15/03/2018,0,vnd.ms-powerpoint,10
15/03/2018,0,plain,9
15/03/2018,0,x-qgis,5
15/03/2018,0,rdf,5
15/03/2018,0,tiff,5
15/03/2018,0,x-dbase,5
15/03/2018,0,x-n3,2
15/03/2018,0,x-msaccess,1
15/03/2018,0,x-mxd,1
15/03/2018,0,xls,1
15/03/2018,0,owl+xml,1
16/03/2018,0,zip,12221
16/03/2018,0,x-gzip,7285
16/03/2018,0,tsv,7278
16/03/2018,0,pdf,1298
16/03/2018,0,html,1278
16/03/2018,0,xml,1055
16/03/2018,0,vnd.ms-excel,569
16/03/2018,0,csv,506
16/03/2018,0,rdf_xml,191
16/03/2018,0,ms-word,114
16/03/2018,0,sparql,56
16/03/2018,0,n3,50
16/03/2018,0,json,30
16/03/2018,0,rss+xml,16
16/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
16/03/2018,0,vnd.ms-powerpoint,10
16/03/2018,0,plain,9
16/03/2018,0,x-qgis,5
16/03/2018,0,rdf,5
16/03/2018,0,tiff,5
16/03/2018,0,x-dbase,5
16/03/2018,0,x-n3,2
16/03/2018,0,x-msaccess,1
16/03/2018,0,x-mxd,1
16/03/2018,0,xls,1
16/03/2018,0,owl+xml,1
17/03/2018,0,zip,12227
17/03/2018,0,x-gzip,7291
17/03/2018,0,tsv,7284
17/03/2018,0,pdf,1298
17/03/2018,0,html,1279
17/03/2018,0,xml,1055
17/03/2018,0,vnd.ms-excel,569
17/03/2018,0,csv,506
17/03/2018,0,rdf_xml,191
17/03/2018,0,ms-word,114
17/03/2018,0,sparql,56
17/03/2018,0,n3,50
17/03/2018,0,json,30
17/03/2018,0,rss+xml,16
17/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
17/03/2018,0,vnd.ms-powerpoint,10
17/03/2018,0,plain,9
17/03/2018,0,x-qgis,5
17/03/2018,0,rdf,5
17/03/2018,0,tiff,5
17/03/2018,0,x-dbase,5
17/03/2018,0,x-n3,2
17/03/2018,0,x-msaccess,1
17/03/2018,0,x-mxd,1
17/03/2018,0,xls,1
17/03/2018,0,owl+xml,1
18/03/2018,0,zip,12227
18/03/2018,0,x-gzip,7291
18/03/2018,0,tsv,7284
18/03/2018,0,pdf,1298
18/03/2018,0,html,1279
18/03/2018,0,xml,1055
18/03/2018,0,vnd.ms-excel,569
18/03/2018,0,csv,506
18/03/2018,0,rdf_xml,191
18/03/2018,0,ms-word,114
18/03/2018,0,sparql,56
18/03/2018,0,n3,50
18/03/2018,0,json,30
18/03/2018,0,rss+xml,16
18/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
18/03/2018,0,vnd.ms-powerpoint,10
18/03/2018,0,plain,9
18/03/2018,0,x-qgis,5
18/03/2018,0,rdf,5
18/03/2018,0,tiff,5
18/03/2018,0,x-dbase,5
18/03/2018,0,x-n3,2
18/03/2018,0,x-msaccess,1
18/03/2018,0,x-mxd,1
18/03/2018,0,xls,1
18/03/2018,0,owl+xml,1
19/03/2018,0,zip,12227
19/03/2018,0,x-gzip,7291
19/03/2018,0,tsv,7284
19/03/2018,0,pdf,1298
19/03/2018,0,html,1279
19/03/2018,0,xml,1055
19/03/2018,0,vnd.ms-excel,569
19/03/2018,0,csv,506
19/03/2018,0,rdf_xml,191
19/03/2018,0,ms-word,114
19/03/2018,0,sparql,56
19/03/2018,0,n3,50
19/03/2018,0,json,30
19/03/2018,0,rss+xml,16
19/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
19/03/2018,0,vnd.ms-powerpoint,10
19/03/2018,0,plain,9
19/03/2018,0,x-qgis,5
19/03/2018,0,rdf,5
19/03/2018,0,tiff,5
19/03/2018,0,x-dbase,5
19/03/2018,0,x-n3,2
19/03/2018,0,x-msaccess,1
19/03/2018,0,x-mxd,1
19/03/2018,0,xls,1
19/03/2018,0,owl+xml,1
20/03/2018,0,zip,12232
20/03/2018,0,x-gzip,7296
20/03/2018,0,tsv,7289
20/03/2018,0,pdf,1298
20/03/2018,0,html,1280
20/03/2018,0,xml,1055
20/03/2018,0,vnd.ms-excel,569
20/03/2018,0,csv,506
20/03/2018,0,rdf_xml,191
20/03/2018,0,ms-word,114
20/03/2018,0,sparql,56
20/03/2018,0,n3,50
20/03/2018,0,json,30
20/03/2018,0,rss+xml,16
20/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
20/03/2018,0,vnd.ms-powerpoint,10
20/03/2018,0,plain,9
20/03/2018,0,x-qgis,5
20/03/2018,0,rdf,5
20/03/2018,0,tiff,5
20/03/2018,0,x-dbase,5
20/03/2018,0,x-n3,2
20/03/2018,0,x-msaccess,1
20/03/2018,0,x-mxd,1
20/03/2018,0,xls,1
20/03/2018,0,owl+xml,1
22/03/2018,0,zip,10092
22/03/2018,0,x-gzip,6092
22/03/2018,0,tsv,6087
22/03/2018,0,pdf,1136
22/03/2018,0,html,1028
22/03/2018,0,xml,817
22/03/2018,0,vnd.ms-excel,478
22/03/2018,0,csv,382
22/03/2018,0,rdf_xml,168
22/03/2018,0,ms-word,99
22/03/2018,0,sparql,44
22/03/2018,0,n3,40
22/03/2018,0,json,26
22/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,10
22/03/2018,0,vnd.ms-powerpoint,8
22/03/2018,0,plain,7
22/03/2018,0,rss+xml,5
22/03/2018,0,tiff,4
22/03/2018,0,rdf,4
22/03/2018,0,x-dbase,3
22/03/2018,0,x-qgis,3
22/03/2018,0,x-n3,2
22/03/2018,0,x-msaccess,1
22/03/2018,0,xls,1
23/03/2018,0,zip,11844
23/03/2018,0,x-gzip,7012
23/03/2018,0,tsv,7005
23/03/2018,0,html,1235
23/03/2018,0,pdf,1168
23/03/2018,0,xml,1012
23/03/2018,0,vnd.ms-excel,544
23/03/2018,0,csv,494
23/03/2018,0,rdf_xml,185
23/03/2018,0,ms-word,111
23/03/2018,0,sparql,54
23/03/2018,0,n3,48
23/03/2018,0,json,29
23/03/2018,0,rss+xml,16
23/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,12
23/03/2018,0,plain,9
23/03/2018,0,vnd.ms-powerpoint,8
23/03/2018,0,x-qgis,5
23/03/2018,0,rdf,5
23/03/2018,0,tiff,5
23/03/2018,0,x-dbase,5
23/03/2018,0,x-n3,2
23/03/2018,0,x-msaccess,1
23/03/2018,0,x-mxd,1
23/03/2018,0,xls,1
23/03/2018,0,owl+xml,1
24/03/2018,0,zip,12249
24/03/2018,0,x-gzip,7299
24/03/2018,0,tsv,7292
24/03/2018,0,pdf,1298
24/03/2018,0,html,1281
24/03/2018,0,xml,1055
24/03/2018,0,vnd.ms-excel,569
24/03/2018,0,csv,506
24/03/2018,0,rdf_xml,191
24/03/2018,0,ms-word,114
24/03/2018,0,sparql,56
24/03/2018,0,n3,49
24/03/2018,0,json,30
24/03/2018,0,rss+xml,16
24/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,13
24/03/2018,0,vnd.ms-powerpoint,10
24/03/2018,0,plain,9
24/03/2018,0,x-qgis,5
24/03/2018,0,rdf,5
24/03/2018,0,tiff,5
24/03/2018,0,x-dbase,5
24/03/2018,0,x-n3,3
24/03/2018,0,x-msaccess,1
24/03/2018,0,x-mxd,1
24/03/2018,0,xls,1
24/03/2018,0,owl+xml,1
25/03/2018,0,zip,12249
25/03/2018,0,x-gzip,7299
25/03/2018,0,tsv,7292
25/03/2018,0,pdf,1298
25/03/2018,0,html,1281
25/03/2018,0,xml,1055
25/03/2018,0,vnd.ms-excel,569
25/03/2018,0,csv,506
25/03/2018,0,rdf_xml,191
25/03/2018,0,ms-word,114
25/03/2018,0,sparql,56
25/03/2018,0,n3,49
25/03/2018,0,json,30
25/03/2018,0,rss+xml,16
25/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,13
25/03/2018,0,vnd.ms-powerpoint,10
25/03/2018,0,plain,9
25/03/2018,0,x-qgis,5
25/03/2018,0,rdf,5
25/03/2018,0,tiff,5
25/03/2018,0,x-dbase,5
25/03/2018,0,x-n3,3
25/03/2018,0,x-msaccess,1
25/03/2018,0,x-mxd,1
25/03/2018,0,xls,1
25/03/2018,0,owl+xml,1
26/03/2018,0,zip,12249
26/03/2018,0,x-gzip,7299
26/03/2018,0,tsv,7292
26/03/2018,0,pdf,1298
26/03/2018,0,html,1281
26/03/2018,0,xml,1055
26/03/2018,0,vnd.ms-excel,569
26/03/2018,0,csv,506
26/03/2018,0,rdf_xml,191
26/03/2018,0,ms-word,114
26/03/2018,0,sparql,56
26/03/2018,0,n3,49
26/03/2018,0,json,30
26/03/2018,0,rss+xml,16
26/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,13
26/03/2018,0,vnd.ms-powerpoint,10
26/03/2018,0,plain,9
26/03/2018,0,x-qgis,5
26/03/2018,0,rdf,5
26/03/2018,0,tiff,5
26/03/2018,0,x-dbase,5
26/03/2018,0,x-n3,3
26/03/2018,0,x-msaccess,1
26/03/2018,0,x-mxd,1
26/03/2018,0,xls,1
26/03/2018,0,owl+xml,1
27/03/2018,0,zip,12273
27/03/2018,0,x-gzip,7323
27/03/2018,0,tsv,7316
27/03/2018,0,pdf,1298
27/03/2018,0,html,1281
27/03/2018,0,xml,1055
27/03/2018,0,vnd.ms-excel,569
27/03/2018,0,csv,506
27/03/2018,0,rdf_xml,191
27/03/2018,0,ms-word,114
27/03/2018,0,sparql,56
27/03/2018,0,n3,49
27/03/2018,0,json,30
27/03/2018,0,rss+xml,16
27/03/2018,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,13
27/03/2018,0,vnd.ms-powerpoint,10
27/03/2018,0,plain,9
27/03/2018,0,x-qgis,5
27/03/2018,0,rdf,5
27/03/2018,0,tiff,5
27/03/2018,0,x-dbase,5
27/03/2018,0,x-n3,3
