date,last day of the month,dataset type,number of datasets
19/08/2017,0,sparql,56
19/08/2017,0,n3,50
19/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
19/08/2017,0,json,29
19/08/2017,0,vnd.ms-powerpoint,10
19/08/2017,0,plain,9
19/08/2017,0,rss+xml,6
19/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
19/08/2017,0,tiff,5
19/08/2017,0,rdf,5
19/08/2017,0,x-dbase,5
19/08/2017,0,x-qgis,5
19/08/2017,0,x-msaccess,1
19/08/2017,0,x-mxd,1
19/08/2017,0,x-n3,1
20/08/2017,0,zip,11604
20/08/2017,0,x-gzip,6849
20/08/2017,0,tsv,6842
20/08/2017,0,html,1219
20/08/2017,0,pdf,1104
20/08/2017,0,xml,877
20/08/2017,0,vnd.ms-excel,530
20/08/2017,0,csv,473
20/08/2017,0,rdf_xml,183
20/08/2017,0,ms-word,113
20/08/2017,0,sparql,56
20/08/2017,0,n3,50
20/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
20/08/2017,0,json,29
20/08/2017,0,vnd.ms-powerpoint,10
20/08/2017,0,plain,9
20/08/2017,0,rss+xml,6
20/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
20/08/2017,0,tiff,5
20/08/2017,0,rdf,5
20/08/2017,0,x-dbase,5
20/08/2017,0,x-qgis,5
20/08/2017,0,x-msaccess,1
20/08/2017,0,x-mxd,1
20/08/2017,0,x-n3,1
21/08/2017,0,zip,11604
21/08/2017,0,x-gzip,6849
21/08/2017,0,tsv,6842
21/08/2017,0,html,1219
21/08/2017,0,pdf,1104
21/08/2017,0,xml,877
21/08/2017,0,vnd.ms-excel,530
21/08/2017,0,csv,473
21/08/2017,0,rdf_xml,183
21/08/2017,0,ms-word,113
21/08/2017,0,sparql,56
21/08/2017,0,n3,50
21/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
21/08/2017,0,json,29
21/08/2017,0,vnd.ms-powerpoint,10
21/08/2017,0,plain,9
21/08/2017,0,rss+xml,6
21/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
21/08/2017,0,tiff,5
21/08/2017,0,rdf,5
21/08/2017,0,x-dbase,5
21/08/2017,0,x-qgis,5
21/08/2017,0,x-msaccess,1
21/08/2017,0,x-mxd,1
21/08/2017,0,x-n3,1
22/08/2017,0,zip,11604
22/08/2017,0,x-gzip,6849
22/08/2017,0,tsv,6842
22/08/2017,0,html,1219
22/08/2017,0,pdf,1104
22/08/2017,0,xml,877
22/08/2017,0,vnd.ms-excel,530
22/08/2017,0,csv,473
22/08/2017,0,rdf_xml,183
22/08/2017,0,ms-word,113
22/08/2017,0,sparql,56
22/08/2017,0,n3,50
22/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
22/08/2017,0,json,29
22/08/2017,0,vnd.ms-powerpoint,10
22/08/2017,0,plain,9
22/08/2017,0,rss+xml,6
22/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
22/08/2017,0,tiff,5
22/08/2017,0,rdf,5
22/08/2017,0,x-dbase,5
22/08/2017,0,x-qgis,5
22/08/2017,0,x-msaccess,1
22/08/2017,0,x-mxd,1
22/08/2017,0,x-n3,1
23/08/2017,0,zip,11604
23/08/2017,0,x-gzip,6849
23/08/2017,0,tsv,6842
23/08/2017,0,html,1219
23/08/2017,0,pdf,1104
23/08/2017,0,xml,877
23/08/2017,0,vnd.ms-excel,530
23/08/2017,0,csv,477
23/08/2017,0,rdf_xml,183
23/08/2017,0,ms-word,113
23/08/2017,0,sparql,56
23/08/2017,0,n3,50
23/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
23/08/2017,0,json,29
23/08/2017,0,vnd.ms-powerpoint,10
23/08/2017,0,plain,9
23/08/2017,0,rss+xml,6
23/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
23/08/2017,0,tiff,5
23/08/2017,0,rdf,5
23/08/2017,0,x-dbase,5
23/08/2017,0,x-qgis,5
23/08/2017,0,x-msaccess,1
23/08/2017,0,x-mxd,1
23/08/2017,0,x-n3,1
24/08/2017,0,zip,11599
24/08/2017,0,x-gzip,6844
24/08/2017,0,tsv,6837
24/08/2017,0,html,1246
24/08/2017,0,pdf,1104
24/08/2017,0,xml,877
24/08/2017,0,vnd.ms-excel,558
24/08/2017,0,csv,479
24/08/2017,0,rdf_xml,183
24/08/2017,0,ms-word,112
24/08/2017,0,sparql,56
24/08/2017,0,n3,50
24/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
24/08/2017,0,json,29
24/08/2017,0,vnd.ms-powerpoint,10
24/08/2017,0,plain,9
24/08/2017,0,rss+xml,6
24/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
24/08/2017,0,tiff,5
24/08/2017,0,rdf,5
24/08/2017,0,x-dbase,5
24/08/2017,0,x-qgis,5
24/08/2017,0,x-msaccess,1
24/08/2017,0,x-mxd,1
24/08/2017,0,x-n3,1
25/08/2017,0,zip,11599
25/08/2017,0,x-gzip,6844
25/08/2017,0,tsv,6837
25/08/2017,0,html,1246
25/08/2017,0,pdf,1104
25/08/2017,0,xml,877
25/08/2017,0,vnd.ms-excel,558
25/08/2017,0,csv,479
25/08/2017,0,rdf_xml,183
25/08/2017,0,ms-word,112
25/08/2017,0,sparql,56
25/08/2017,0,n3,50
25/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
25/08/2017,0,json,29
25/08/2017,0,vnd.ms-powerpoint,10
25/08/2017,0,plain,9
25/08/2017,0,rss+xml,6
25/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
25/08/2017,0,tiff,5
25/08/2017,0,rdf,5
25/08/2017,0,x-dbase,5
25/08/2017,0,x-qgis,5
25/08/2017,0,x-msaccess,1
25/08/2017,0,x-mxd,1
25/08/2017,0,x-n3,1
26/08/2017,0,zip,11599
26/08/2017,0,x-gzip,6844
26/08/2017,0,tsv,6837
26/08/2017,0,html,1246
26/08/2017,0,pdf,1104
26/08/2017,0,xml,877
26/08/2017,0,vnd.ms-excel,558
26/08/2017,0,csv,479
26/08/2017,0,rdf_xml,183
26/08/2017,0,ms-word,112
26/08/2017,0,sparql,56
26/08/2017,0,n3,50
26/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
26/08/2017,0,json,29
26/08/2017,0,vnd.ms-powerpoint,10
26/08/2017,0,plain,9
26/08/2017,0,rss+xml,6
26/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
26/08/2017,0,tiff,5
26/08/2017,0,rdf,5
26/08/2017,0,x-dbase,5
26/08/2017,0,x-qgis,5
26/08/2017,0,x-msaccess,1
26/08/2017,0,x-mxd,1
26/08/2017,0,x-n3,1
27/08/2017,0,zip,11599
27/08/2017,0,x-gzip,6844
27/08/2017,0,tsv,6837
27/08/2017,0,html,1246
27/08/2017,0,pdf,1104
27/08/2017,0,xml,877
27/08/2017,0,vnd.ms-excel,558
27/08/2017,0,csv,479
27/08/2017,0,rdf_xml,183
27/08/2017,0,ms-word,112
27/08/2017,0,sparql,56
27/08/2017,0,n3,50
27/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
27/08/2017,0,json,29
27/08/2017,0,vnd.ms-powerpoint,10
27/08/2017,0,plain,9
27/08/2017,0,rss+xml,6
27/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
27/08/2017,0,tiff,5
27/08/2017,0,rdf,5
27/08/2017,0,x-dbase,5
27/08/2017,0,x-qgis,5
27/08/2017,0,x-msaccess,1
27/08/2017,0,x-mxd,1
27/08/2017,0,x-n3,1
28/08/2017,0,zip,11599
28/08/2017,0,x-gzip,6844
28/08/2017,0,tsv,6837
28/08/2017,0,html,1246
28/08/2017,0,pdf,1104
28/08/2017,0,xml,877
28/08/2017,0,vnd.ms-excel,558
28/08/2017,0,csv,479
28/08/2017,0,rdf_xml,183
28/08/2017,0,ms-word,112
28/08/2017,0,sparql,56
28/08/2017,0,n3,50
28/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
28/08/2017,0,json,29
28/08/2017,0,vnd.ms-powerpoint,10
28/08/2017,0,plain,9
28/08/2017,0,rss+xml,6
28/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
28/08/2017,0,tiff,5
28/08/2017,0,rdf,5
28/08/2017,0,x-dbase,5
28/08/2017,0,x-qgis,5
28/08/2017,0,x-msaccess,1
28/08/2017,0,x-mxd,1
28/08/2017,0,x-n3,1
29/08/2017,0,zip,11599
29/08/2017,0,x-gzip,6844
29/08/2017,0,tsv,6837
29/08/2017,0,html,1246
29/08/2017,0,pdf,1104
29/08/2017,0,xml,877
29/08/2017,0,vnd.ms-excel,558
29/08/2017,0,csv,479
29/08/2017,0,rdf_xml,183
29/08/2017,0,ms-word,112
29/08/2017,0,sparql,56
29/08/2017,0,n3,50
29/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
29/08/2017,0,json,29
29/08/2017,0,vnd.ms-powerpoint,10
29/08/2017,0,plain,9
29/08/2017,0,rss+xml,6
29/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
29/08/2017,0,tiff,5
29/08/2017,0,rdf,5
29/08/2017,0,x-dbase,5
29/08/2017,0,x-qgis,5
29/08/2017,0,x-msaccess,1
29/08/2017,0,x-mxd,1
29/08/2017,0,x-n3,1
30/08/2017,0,zip,11599
30/08/2017,0,x-gzip,6844
30/08/2017,0,tsv,6837
30/08/2017,0,html,1246
30/08/2017,0,pdf,1104
30/08/2017,0,xml,877
30/08/2017,0,vnd.ms-excel,558
30/08/2017,0,csv,479
30/08/2017,0,rdf_xml,183
30/08/2017,0,ms-word,112
30/08/2017,0,sparql,56
30/08/2017,0,n3,50
30/08/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
30/08/2017,0,json,29
30/08/2017,0,vnd.ms-powerpoint,10
30/08/2017,0,plain,9
30/08/2017,0,rss+xml,6
30/08/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
30/08/2017,0,tiff,5
30/08/2017,0,rdf,5
30/08/2017,0,x-dbase,5
30/08/2017,0,x-qgis,5
30/08/2017,0,x-msaccess,1
30/08/2017,0,x-mxd,1
30/08/2017,0,x-n3,1
31/08/2017,1,zip,11599
31/08/2017,1,x-gzip,6844
31/08/2017,1,tsv,6837
31/08/2017,1,html,1246
31/08/2017,1,pdf,1104
31/08/2017,1,xml,877
31/08/2017,1,vnd.ms-excel,558
31/08/2017,1,csv,479
31/08/2017,1,rdf_xml,183
31/08/2017,1,ms-word,112
31/08/2017,1,sparql,56
31/08/2017,1,n3,50
31/08/2017,1,vnd.openxmlformats-officedocument.presentationml.presentation,31
31/08/2017,1,json,29
31/08/2017,1,vnd.ms-powerpoint,10
31/08/2017,1,plain,9
31/08/2017,1,rss+xml,6
31/08/2017,1,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
31/08/2017,1,tiff,5
31/08/2017,1,rdf,5
31/08/2017,1,x-dbase,5
31/08/2017,1,x-qgis,5
31/08/2017,1,x-msaccess,1
31/08/2017,1,x-mxd,1
31/08/2017,1,x-n3,1
01/09/2017,0,zip,11599
01/09/2017,0,x-gzip,6844
01/09/2017,0,tsv,6837
01/09/2017,0,html,1246
01/09/2017,0,pdf,1104
01/09/2017,0,xml,877
01/09/2017,0,vnd.ms-excel,558
01/09/2017,0,csv,479
01/09/2017,0,rdf_xml,183
01/09/2017,0,ms-word,112
01/09/2017,0,sparql,56
01/09/2017,0,n3,50
01/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
01/09/2017,0,json,29
01/09/2017,0,vnd.ms-powerpoint,10
01/09/2017,0,plain,9
01/09/2017,0,rss+xml,6
01/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
01/09/2017,0,tiff,5
01/09/2017,0,rdf,5
01/09/2017,0,x-dbase,5
01/09/2017,0,x-qgis,5
01/09/2017,0,x-msaccess,1
01/09/2017,0,x-mxd,1
01/09/2017,0,x-n3,1
02/09/2017,0,zip,11599
02/09/2017,0,x-gzip,6844
02/09/2017,0,tsv,6837
02/09/2017,0,html,1246
02/09/2017,0,pdf,1104
02/09/2017,0,xml,877
02/09/2017,0,vnd.ms-excel,558
02/09/2017,0,csv,479
02/09/2017,0,rdf_xml,183
02/09/2017,0,ms-word,112
02/09/2017,0,sparql,56
02/09/2017,0,n3,50
02/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
02/09/2017,0,json,29
02/09/2017,0,vnd.ms-powerpoint,10
02/09/2017,0,plain,9
02/09/2017,0,rss+xml,6
02/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
02/09/2017,0,tiff,5
02/09/2017,0,rdf,5
02/09/2017,0,x-dbase,5
02/09/2017,0,x-qgis,5
02/09/2017,0,x-msaccess,1
02/09/2017,0,x-mxd,1
02/09/2017,0,x-n3,1
03/09/2017,0,zip,11604
03/09/2017,0,x-gzip,6849
03/09/2017,0,tsv,6842
03/09/2017,0,html,1246
03/09/2017,0,pdf,1104
03/09/2017,0,xml,877
03/09/2017,0,vnd.ms-excel,558
03/09/2017,0,csv,479
03/09/2017,0,rdf_xml,183
03/09/2017,0,ms-word,112
03/09/2017,0,sparql,56
03/09/2017,0,n3,50
03/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
03/09/2017,0,json,29
03/09/2017,0,vnd.ms-powerpoint,10
03/09/2017,0,plain,9
03/09/2017,0,rss+xml,6
03/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
03/09/2017,0,tiff,5
03/09/2017,0,rdf,5
03/09/2017,0,x-dbase,5
03/09/2017,0,x-qgis,5
03/09/2017,0,x-msaccess,1
03/09/2017,0,x-mxd,1
03/09/2017,0,x-n3,1
04/09/2017,0,zip,11604
04/09/2017,0,x-gzip,6849
04/09/2017,0,tsv,6842
04/09/2017,0,html,1246
04/09/2017,0,pdf,1104
04/09/2017,0,xml,877
04/09/2017,0,vnd.ms-excel,558
04/09/2017,0,csv,479
04/09/2017,0,rdf_xml,183
04/09/2017,0,ms-word,112
04/09/2017,0,sparql,56
04/09/2017,0,n3,50
04/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
04/09/2017,0,json,29
04/09/2017,0,vnd.ms-powerpoint,10
04/09/2017,0,plain,9
04/09/2017,0,rss+xml,6
04/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
04/09/2017,0,tiff,5
04/09/2017,0,rdf,5
04/09/2017,0,x-dbase,5
04/09/2017,0,x-qgis,5
04/09/2017,0,x-msaccess,1
04/09/2017,0,x-mxd,1
04/09/2017,0,x-n3,1
05/09/2017,0,zip,11603
05/09/2017,0,x-gzip,6848
05/09/2017,0,tsv,6841
05/09/2017,0,html,1246
05/09/2017,0,pdf,1105
05/09/2017,0,xml,877
05/09/2017,0,vnd.ms-excel,559
05/09/2017,0,csv,479
05/09/2017,0,rdf_xml,183
05/09/2017,0,ms-word,112
05/09/2017,0,sparql,56
05/09/2017,0,n3,50
05/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
05/09/2017,0,json,29
05/09/2017,0,vnd.ms-powerpoint,10
05/09/2017,0,plain,9
05/09/2017,0,rss+xml,6
05/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
05/09/2017,0,tiff,5
05/09/2017,0,rdf,5
05/09/2017,0,x-dbase,5
05/09/2017,0,x-qgis,5
05/09/2017,0,x-msaccess,1
05/09/2017,0,x-mxd,1
05/09/2017,0,x-n3,1
06/09/2017,0,zip,11621
06/09/2017,0,x-gzip,6866
06/09/2017,0,tsv,6859
06/09/2017,0,html,1246
06/09/2017,0,pdf,1105
06/09/2017,0,xml,877
06/09/2017,0,vnd.ms-excel,559
06/09/2017,0,csv,479
06/09/2017,0,rdf_xml,183
06/09/2017,0,ms-word,112
06/09/2017,0,sparql,56
06/09/2017,0,n3,50
06/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
06/09/2017,0,json,29
06/09/2017,0,vnd.ms-powerpoint,10
06/09/2017,0,plain,9
06/09/2017,0,rss+xml,6
06/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
06/09/2017,0,tiff,5
06/09/2017,0,rdf,5
06/09/2017,0,x-dbase,5
06/09/2017,0,x-qgis,5
06/09/2017,0,x-msaccess,1
06/09/2017,0,x-mxd,1
06/09/2017,0,x-n3,1
07/09/2017,0,zip,11623
07/09/2017,0,x-gzip,6867
07/09/2017,0,tsv,6860
07/09/2017,0,html,1246
07/09/2017,0,pdf,1104
07/09/2017,0,xml,877
07/09/2017,0,vnd.ms-excel,558
07/09/2017,0,csv,502
07/09/2017,0,rdf_xml,183
07/09/2017,0,ms-word,112
07/09/2017,0,sparql,56
07/09/2017,0,n3,50
07/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
07/09/2017,0,json,29
07/09/2017,0,vnd.ms-powerpoint,10
07/09/2017,0,plain,9
07/09/2017,0,rss+xml,6
07/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
07/09/2017,0,tiff,5
07/09/2017,0,rdf,5
07/09/2017,0,x-dbase,5
07/09/2017,0,x-qgis,5
07/09/2017,0,x-msaccess,1
07/09/2017,0,x-mxd,1
07/09/2017,0,x-n3,1
08/09/2017,0,zip,11622
08/09/2017,0,x-gzip,6866
08/09/2017,0,tsv,6859
08/09/2017,0,html,1246
08/09/2017,0,pdf,1104
08/09/2017,0,xml,877
08/09/2017,0,vnd.ms-excel,558
08/09/2017,0,csv,502
08/09/2017,0,rdf_xml,183
08/09/2017,0,ms-word,112
08/09/2017,0,sparql,56
08/09/2017,0,n3,50
08/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
08/09/2017,0,json,29
08/09/2017,0,vnd.ms-powerpoint,10
08/09/2017,0,plain,9
08/09/2017,0,rss+xml,6
08/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
08/09/2017,0,tiff,5
08/09/2017,0,rdf,5
08/09/2017,0,x-dbase,5
08/09/2017,0,x-qgis,5
08/09/2017,0,x-msaccess,1
08/09/2017,0,x-mxd,1
08/09/2017,0,x-n3,1
09/09/2017,0,zip,11625
09/09/2017,0,x-gzip,6865
09/09/2017,0,tsv,6858
09/09/2017,0,html,1246
09/09/2017,0,pdf,1104
09/09/2017,0,xml,877
09/09/2017,0,vnd.ms-excel,558
09/09/2017,0,csv,502
09/09/2017,0,rdf_xml,183
09/09/2017,0,ms-word,112
09/09/2017,0,sparql,56
09/09/2017,0,n3,50
09/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
09/09/2017,0,json,29
09/09/2017,0,vnd.ms-powerpoint,10
09/09/2017,0,plain,9
09/09/2017,0,rss+xml,6
09/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
09/09/2017,0,tiff,5
09/09/2017,0,rdf,5
09/09/2017,0,x-dbase,5
09/09/2017,0,x-qgis,5
09/09/2017,0,x-msaccess,1
09/09/2017,0,x-mxd,1
09/09/2017,0,x-n3,1
10/09/2017,0,zip,11625
10/09/2017,0,x-gzip,6865
10/09/2017,0,tsv,6858
10/09/2017,0,html,1246
10/09/2017,0,pdf,1104
10/09/2017,0,xml,877
10/09/2017,0,vnd.ms-excel,558
10/09/2017,0,csv,502
10/09/2017,0,rdf_xml,183
10/09/2017,0,ms-word,112
10/09/2017,0,sparql,56
10/09/2017,0,n3,50
10/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
10/09/2017,0,json,29
10/09/2017,0,vnd.ms-powerpoint,10
10/09/2017,0,plain,9
10/09/2017,0,rss+xml,6
10/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
10/09/2017,0,tiff,5
10/09/2017,0,rdf,5
10/09/2017,0,x-dbase,5
10/09/2017,0,x-qgis,5
10/09/2017,0,x-msaccess,1
10/09/2017,0,x-mxd,1
10/09/2017,0,x-n3,1
11/09/2017,0,zip,11625
11/09/2017,0,x-gzip,6865
11/09/2017,0,tsv,6858
11/09/2017,0,html,1246
11/09/2017,0,pdf,1104
11/09/2017,0,xml,877
11/09/2017,0,vnd.ms-excel,558
11/09/2017,0,csv,502
11/09/2017,0,rdf_xml,183
11/09/2017,0,ms-word,112
11/09/2017,0,sparql,56
11/09/2017,0,n3,50
11/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
11/09/2017,0,json,29
11/09/2017,0,vnd.ms-powerpoint,10
11/09/2017,0,plain,9
11/09/2017,0,rss+xml,6
11/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
11/09/2017,0,tiff,5
11/09/2017,0,rdf,5
11/09/2017,0,x-dbase,5
11/09/2017,0,x-qgis,5
11/09/2017,0,x-msaccess,1
11/09/2017,0,x-mxd,1
11/09/2017,0,x-n3,1
12/09/2017,0,zip,11625
12/09/2017,0,x-gzip,6865
12/09/2017,0,tsv,6858
12/09/2017,0,html,1246
12/09/2017,0,pdf,1104
12/09/2017,0,xml,877
12/09/2017,0,vnd.ms-excel,558
12/09/2017,0,csv,502
12/09/2017,0,rdf_xml,183
12/09/2017,0,ms-word,112
12/09/2017,0,sparql,56
12/09/2017,0,n3,50
12/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
12/09/2017,0,json,29
12/09/2017,0,vnd.ms-powerpoint,10
12/09/2017,0,plain,9
12/09/2017,0,rss+xml,6
12/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
12/09/2017,0,tiff,5
12/09/2017,0,rdf,5
12/09/2017,0,x-dbase,5
12/09/2017,0,x-qgis,5
12/09/2017,0,x-msaccess,1
12/09/2017,0,x-mxd,1
12/09/2017,0,x-n3,1
13/09/2017,0,zip,11631
13/09/2017,0,x-gzip,6871
13/09/2017,0,tsv,6864
13/09/2017,0,html,1246
13/09/2017,0,pdf,1104
13/09/2017,0,xml,877
13/09/2017,0,vnd.ms-excel,558
13/09/2017,0,csv,502
13/09/2017,0,rdf_xml,183
13/09/2017,0,ms-word,112
13/09/2017,0,sparql,56
13/09/2017,0,n3,50
13/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
13/09/2017,0,json,29
13/09/2017,0,rss+xml,16
13/09/2017,0,vnd.ms-powerpoint,10
13/09/2017,0,plain,9
13/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
13/09/2017,0,tiff,5
13/09/2017,0,rdf,5
13/09/2017,0,x-dbase,5
13/09/2017,0,x-qgis,5
13/09/2017,0,x-msaccess,1
13/09/2017,0,x-mxd,1
13/09/2017,0,x-n3,1
14/09/2017,0,zip,11631
14/09/2017,0,x-gzip,6871
14/09/2017,0,tsv,6864
14/09/2017,0,html,1246
14/09/2017,0,pdf,1104
14/09/2017,0,xml,877
14/09/2017,0,vnd.ms-excel,558
14/09/2017,0,csv,502
14/09/2017,0,rdf_xml,183
14/09/2017,0,ms-word,112
14/09/2017,0,sparql,56
14/09/2017,0,n3,50
14/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
14/09/2017,0,json,29
14/09/2017,0,rss+xml,16
14/09/2017,0,vnd.ms-powerpoint,10
14/09/2017,0,plain,9
14/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
14/09/2017,0,tiff,5
14/09/2017,0,rdf,5
14/09/2017,0,x-dbase,5
14/09/2017,0,x-qgis,5
14/09/2017,0,x-msaccess,1
14/09/2017,0,x-mxd,1
14/09/2017,0,x-n3,1
15/09/2017,0,zip,11632
15/09/2017,0,x-gzip,6871
15/09/2017,0,tsv,6864
15/09/2017,0,html,1246
15/09/2017,0,pdf,1104
15/09/2017,0,xml,877
15/09/2017,0,vnd.ms-excel,558
15/09/2017,0,csv,502
15/09/2017,0,rdf_xml,187
15/09/2017,0,ms-word,112
15/09/2017,0,sparql,56
15/09/2017,0,n3,50
15/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
15/09/2017,0,json,29
15/09/2017,0,rss+xml,16
15/09/2017,0,vnd.ms-powerpoint,10
15/09/2017,0,plain,9
15/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
15/09/2017,0,tiff,5
15/09/2017,0,rdf,5
15/09/2017,0,x-dbase,5
15/09/2017,0,x-qgis,5
15/09/2017,0,x-msaccess,1
15/09/2017,0,x-mxd,1
15/09/2017,0,x-n3,1
16/09/2017,0,zip,11629
16/09/2017,0,x-gzip,6868
16/09/2017,0,tsv,6861
16/09/2017,0,html,1246
16/09/2017,0,pdf,1104
16/09/2017,0,xml,877
16/09/2017,0,vnd.ms-excel,558
16/09/2017,0,csv,502
16/09/2017,0,rdf_xml,187
16/09/2017,0,ms-word,112
16/09/2017,0,sparql,56
16/09/2017,0,n3,50
16/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
16/09/2017,0,json,29
16/09/2017,0,rss+xml,16
16/09/2017,0,vnd.ms-powerpoint,10
16/09/2017,0,plain,9
16/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
16/09/2017,0,tiff,5
16/09/2017,0,rdf,5
16/09/2017,0,x-dbase,5
16/09/2017,0,x-qgis,5
16/09/2017,0,x-msaccess,1
16/09/2017,0,x-mxd,1
16/09/2017,0,x-n3,1
17/09/2017,0,zip,11629
17/09/2017,0,x-gzip,6868
17/09/2017,0,tsv,6861
17/09/2017,0,html,1246
17/09/2017,0,pdf,1104
17/09/2017,0,xml,877
17/09/2017,0,vnd.ms-excel,558
17/09/2017,0,csv,502
17/09/2017,0,rdf_xml,187
17/09/2017,0,ms-word,112
17/09/2017,0,sparql,56
17/09/2017,0,n3,50
17/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
17/09/2017,0,json,29
17/09/2017,0,rss+xml,16
17/09/2017,0,vnd.ms-powerpoint,10
17/09/2017,0,plain,9
17/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
17/09/2017,0,tiff,5
17/09/2017,0,rdf,5
17/09/2017,0,x-dbase,5
17/09/2017,0,x-qgis,5
17/09/2017,0,x-msaccess,1
17/09/2017,0,x-mxd,1
17/09/2017,0,x-n3,1
18/09/2017,0,zip,11629
18/09/2017,0,x-gzip,6868
18/09/2017,0,tsv,6861
18/09/2017,0,html,1246
18/09/2017,0,pdf,1104
18/09/2017,0,xml,877
18/09/2017,0,vnd.ms-excel,558
18/09/2017,0,csv,502
18/09/2017,0,rdf_xml,187
18/09/2017,0,ms-word,112
18/09/2017,0,sparql,56
18/09/2017,0,n3,50
18/09/2017,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
18/09/2017,0,json,29
18/09/2017,0,rss+xml,16
18/09/2017,0,vnd.ms-powerpoint,10
18/09/2017,0,plain,9
18/09/2017,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,6
18/09/2017,0,tiff,5
18/09/2017,0,rdf,5
18/09/2017,0,x-dbase,5
18/09/2017,0,x-qgis,5
18/09/2017,0,x-msaccess,1
18/09/2017,0,x-mxd,1
18/09/2017,0,x-n3,1
19/09/2017,0,zip,11639
19/09/2017,0,x-gzip,6873
19/09/2017,0,tsv,6866
19/09/2017,0,html,1246
19/09/2017,0,pdf,1104
19/09/2017,0,xml,877
19/09/2017,0,vnd.ms-excel,558
19/09/2017,0,csv,502
19/09/2017,0,rdf_xml,187
19/09/2017,0,ms-word,112
19/09/2017,0,sparql,56
19/09/2017,0,n3,50
